Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-byid-paymentnotices-xml,4,1,0
Cross.list-simple-byid-paymentreconciliations,4,0,0
Cross.list-simple-byid-paymentreconciliations-json,4,0,0
Cross.list-simple-byid-paymentreconciliations-xml,4,0,0
Cross.list-simple-byid-people,4,1,0
Cross.list-simple-byid-people-json,4,1,0
Cross.list-simple-byid-people-xml,4,2,0
Cross.list-simple-byid-plandefinitions,4,1,0
Cross.list-simple-byid-plandefinitions-json,4,1,0
Cross.list-simple-byid-plandefinitions-xml,4,1,0
Cross.list-simple-byid-practitionerroles,4,0,0
Cross.list-simple-byid-practitionerroles-json,4,0,0
Cross.list-simple-byid-practitionerroles-xml,4,2,0
Cross.list-simple-byid-practitioners,4,0,0
Cross.list-simple-byid-practitioners-json,4,0,0
Cross.list-simple-byid-practitioners-xml,4,0,0
Cross.list-simple-byid-procedures,4,0,0
Cross.list-simple-byid-procedures-json,4,0,0
Cross.list-simple-byid-procedures-xml,4,0,0
Cross.list-simple-byid-provenances,4,0,0
Cross.list-simple-byid-provenances-json,4,0,0
Cross.list-simple-byid-provenances-xml,4,1,0
Cross.list-simple-byid-questionnaireresponses,4,2,0
Cross.list-simple-byid-questionnaireresponses-json,4,2,0
Cross.list-simple-byid-questionnaireresponses-xml,4,2,0
Cross.list-simple-byid-questionnaires,4,1,0
Cross.list-simple-byid-questionnaires-json,4,1,0
Cross.list-simple-byid-questionnaires-xml,4,1,0
Cross.list-simple-byid-relatedpeople,4,1,0
Cross.list-simple-byid-relatedpeople-json,4,1,0
Cross.list-simple-byid-relatedpeople-xml,4,2,0
Cross.list-simple-byid-requestgroups,4,1,0
Cross.list-simple-byid-requestgroups-json,4,2,0
Cross.list-simple-byid-requestgroups-xml,4,2,0
Cross.list-simple-byid-requirements,4,0,0
Cross.list-simple-byid-requirements-json,4,1,0
Cross.list-simple-byid-requirements-xml,4,2,0
Cross.list-simple-byid-researchdefinitions,4,0,0
Cross.list-simple-byid-researchdefinitions-json,4,2,0
Cross.list-simple-byid-researchdefinitions-xml,4,3,0
Cross.list-simple-byid-researchelementdefinitions,4,0,0
Cross.list-simple-byid-researchelementdefinitions-json,4,3,0
Cross.list-simple-byid-researchelementdefinitions-xml,4,3,0
Cross.list-simple-byid-researchstudies,4,0,0
Cross.list-simple-byid-researchstudies-json,4,1,0
Cross.list-simple-byid-researchstudies-xml,4,2,0
Cross.list-simple-byid-researchsubjects,4,1,0
Cross.list-simple-byid-researchsubjects-json,4,2,0
Cross.list-simple-byid-researchsubjects-xml,4,3,0
Cross.list-simple-byid-riskassessments,4,0,0
Cross.list-simple-byid-riskassessments-json,4,1,0
Cross.list-simple-byid-riskassessments-xml,4,1,0
Cross.list-simple-byid-riskevidencesyntheses,4,1,0
Cross.list-simple-byid-riskevidencesyntheses-json,4,1,0
Cross.list-simple-byid-riskevidencesyntheses-xml,4,2,0
Cross.list-simple-byid-schedules,4,0,0
Cross.list-simple-byid-schedules-json,4,1,0
Cross.list-simple-byid-schedules-xml,4,1,0
Cross.list-simple-byid-searchparameters,4,1,0
Cross.list-simple-byid-searchparameters-json,4,1,0
Cross.list-simple-byid-searchparameters-xml,4,1,0
Cross.list-simple-byid-servicerequests,4,0,0
Cross.list-simple-byid-servicerequests-json,4,0,0
Cross.list-simple-byid-servicerequests-xml,4,3,0
Cross.list-simple-byid-slots,4,0,0
Cross.list-simple-byid-slots-json,4,0,0
Cross.list-simple-byid-slots-xml,4,3,0
Cross.list-simple-byid-specimen,4,0,0
Cross.list-simple-byid-specimen-json,4,1,0
Cross.list-simple-byid-specimen-xml,4,1,0
Cross.list-simple-byid-specimendefinitions,4,1,0
Cross.list-simple-byid-specimendefinitions-json,4,1,0
Cross.list-simple-byid-specimendefinitions-xml,4,2,0
Cross.list-simple-byid-structuredefinitions,4,4,3764
Cross.list-simple-byid-structuredefinitions-json,4,4,3964
Cross.list-simple-byid-structuredefinitions-xml,4,4,3924
Cross.list-simple-byid-structuremaps,4,0,0
Cross.list-simple-byid-structuremaps-json,4,1,0
Cross.list-simple-byid-structuremaps-xml,4,1,0
Cross.list-simple-byid-subscriptions,4,0,0
Cross.list-simple-byid-subscriptions-json,4,1,0
Cross.list-simple-byid-subscriptions-xml,4,2,0
Cross.list-simple-byid-subscriptiontopics,4,0,0
Cross.list-simple-byid-subscriptiontopics-json,4,1,0
Cross.list-simple-byid-subscriptiontopics-xml,4,1,0
Cross.list-simple-byid-substancenucleicacids,4,0,0
Cross.list-simple-byid-substancenucleicacids-json,4,2,0
Cross.list-simple-byid-substancenucleicacids-xml,4,2,0
Cross.list-simple-byid-substancepolymers,4,0,0
Cross.list-simple-byid-substancepolymers-json,4,1,0
Cross.list-simple-byid-substancepolymers-xml,4,1,0
Cross.list-simple-byid-substanceproteins,4,2,0
Cross.list-simple-byid-substanceproteins-json,4,3,0
Cross.list-simple-byid-substanceproteins-xml,4,3,0
Cross.list-simple-byid-substancereferenceinformations,4,0,0
Cross.list-simple-byid-substancereferenceinformations-json,4,0,0
Cross.list-simple-byid-substancereferenceinformations-xml,4,0,0
Cross.list-simple-byid-substances,4,2,0
Cross.list-simple-byid-substances-json,4,2,0
Cross.list-simple-byid-substances-xml,4,3,0
Cross.list-simple-byid-substancesourcematerials,4,1,0
Cross.list-simple-byid-substancesourcematerials-json,4,1,0
Cross.list-simple-byid-substancesourcematerials-xml,4,2,0
Cross.list-simple-byid-substancespecifications,4,0,0
Cross.list-simple-byid-substancespecifications-json,4,1,0
Cross.list-simple-byid-substancespecifications-xml,4,1,0
Cross.list-simple-byid-supplydeliveries,4,0,0
Cross.list-simple-byid-supplydeliveries-json,4,0,0
Cross.list-simple-byid-supplydeliveries-xml,4,1,0
Cross.list-simple-byid-supplyrequests,4,2,0
Cross.list-simple-byid-supplyrequests-json,4,2,0
Cross.list-simple-byid-supplyrequests-xml,4,3,0
Cross.list-simple-byid-tasks,4,0,0
Cross.list-simple-byid-tasks-json,4,3,0
Cross.list-simple-byid-tasks-xml,4,3,0
Cross.list-simple-byid-terminologycapabilities,4,1,0
Cross.list-simple-byid-terminologycapabilities-json,4,1,0
Cross.list-simple-byid-terminologycapabilities-xml,4,1,0
Cross.list-simple-byid-testplans,4,0,0
Cross.list-simple-byid-testplans-json,4,0,0
Cross.list-simple-byid-testplans-xml,4,2,0
Cross.list-simple-byid-testreports,4,0,0
Cross.list-simple-byid-testreports-json,4,2,0
Cross.list-simple-byid-testreports-xml,4,2,0
Cross.list-simple-byid-testscripts,4,0,0
Cross.list-simple-byid-testscripts-json,4,1,0
Cross.list-simple-byid-testscripts-xml,4,2,0
Cross.list-simple-byid-valuesets,4,0,1028
Cross.list-simple-byid-valuesets-json,4,2,1088
Cross.list-simple-byid-valuesets-xml,4,2,1076
Cross.list-simple-byid-verificationresults,4,0,0
Cross.list-simple-byid-verificationresults-json,4,0,0
Cross.list-simple-byid-verificationresults-xml,4,1,0
Cross.list-simple-byid-visionprescriptions,4,0,0
Cross.list-simple-byid-visionprescriptions-json,4,0,0
Cross.list-simple-byid-visionprescriptions-xml,4,0,0
Cross.list-simple-capabilitystatements,4,0,0
Cross.list-simple-capabilitystatements-json,4,1,0
Cross.list-simple-capabilitystatements-xml,4,1,0
Cross.list-simple-careplans,4,0,0
Cross.list-simple-careplans-json,4,1,0
Cross.list-simple-careplans-xml,4,1,0
Cross.list-simple-careteams,4,1,0
Cross.list-simple-careteams-json,4,2,0
Cross.list-simple-careteams-xml,4,2,0
Cross.list-simple-catalogentries,4,0,0
Cross.list-simple-catalogentries-json,4,0,0
Cross.list-simple-catalogentries-xml,4,0,0
Cross.list-simple-chargeitemdefinitions,4,0,0
Cross.list-simple-chargeitemdefinitions-json,4,0,0
Cross.list-simple-chargeitemdefinitions-xml,4,3,0
Cross.list-simple-chargeitems,4,1,0
Cross.list-simple-chargeitems-json,4,2,0
Cross.list-simple-chargeitems-xml,4,2,0
Cross.list-simple-claimresponses,4,0,0
Cross.list-simple-claimresponses-json,4,0,0
Cross.list-simple-claimresponses-xml,4,2,0
Cross.list-simple-claims,4,0,0
Cross.list-simple-claims-json,4,1,0
Cross.list-simple-claims-xml,4,1,0
Cross.list-simple-clinicalimpressions,4,0,0
Cross.list-simple-clinicalimpressions-json,4,0,0
Cross.list-simple-clinicalimpressions-xml,4,1,0
Cross.list-simple-codesystems,4,2,404
Cross.list-simple-codesystems-json,4,2,424
Cross.list-simple-codesystems-xml,4,2,420
Cross.list-simple-communicationrequests,4,0,0
Cross.list-simple-communicationrequests-json,4,2,0
Cross.list-simple-communicationrequests-xml,4,2,0
Cross.list-simple-communications,4,2,0
Cross.list-simple-communications-json,4,2,0
Cross.list-simple-communications-xml,4,3,0
Cross.list-simple-compartmentdefinitions,4,1,0
Cross.list-simple-compartmentdefinitions-json,4,1,0
Cross.list-simple-compartmentdefinitions-xml,4,2,0
Cross.list-simple-compositions,4,0,0
Cross.list-simple-compositions-json,4,1,0
Cross.list-simple-compositions-xml,4,2,0
Cross.list-simple-conceptmaps,4,1,0
Cross.list-simple-conceptmaps-json,4,1,0
Cross.list-simple-conceptmaps-xml,4,3,0
Cross.list-simple-conditions,4,0,0
Cross.list-simple-conditions-json,4,1,0
Cross.list-simple-conditions-xml,4,1,0
Cross.list-simple-consents,4,0,0
Cross.list-simple-consents-json,4,1,0
Cross.list-simple-consents-xml,4,2,0
Cross.list-simple-contracts,4,1,0
Cross.list-simple-contracts-json,4,1,0
Cross.list-simple-contracts-xml,4,2,0
Cross.list-simple-coverageeligibilityrequests,4,0,0
Cross.list-simple-coverageeligibilityrequests-json,4,2,0
Cross.list-simple-coverageeligibilityrequests-xml,4,2,0
Cross.list-simple-coverageeligibilityresponses,4,2,0
Cross.list-simple-coverageeligibilityresponses-json,4,2,0
Cross.list-simple-coverageeligibilityresponses-xml,4,3,0
Cross.list-simple-coverages,4,0,0
Cross.list-simple-coverages-json,4,1,0
Cross.list-simple-coverages-xml,4,1,0
Cross.list-simple-detectedissues,4,1,0
Cross.list-simple-detectedissues-json,4,1,0
Cross.list-simple-detectedissues-xml,4,1,0
Cross.list-simple-devicedefinitions,4,1,0
Cross.list-simple-devicedefinitions-json,4,2,0
Cross.list-simple-devicedefinitions-xml,4,2,0
Cross.list-simple-devicemetrics,4,0,0
Cross.list-simple-devicemetrics-json,4,1,0
Cross.list-simple-devicemetrics-xml,4,1,0
Cross.list-simple-devicerequests,4,1,0
Cross.list-simple-devicerequests-json,4,3,0
Cross.list-simple-devicerequests-xml,4,3,0
Cross.list-simple-devices,4,0,0
Cross.list-simple-devices-json,4,0,0
Cross.list-simple-devices-xml,4,1,0
Cross.list-simple-deviceusestatements,4,2,0
Cross.list-simple-deviceusestatements-json,4,2,0
Cross.list-simple-deviceusestatements-xml,4,2,0
Cross.list-simple-diagnosticreports,4,0,0
Cross.list-simple-diagnosticreports-json,4,0,0
Cross.list-simple-diagnosticreports-xml,4,1,0
Cross.list-simple-documentmanifests,4,0,0
Cross.list-simple-documentmanifests-json,4,1,0
Cross.list-simple-documentmanifests-xml,4,1,0
Cross.list-simple-documentreferences,4,0,0
Cross.list-simple-documentreferences-json,4,1,0
Cross.list-simple-documentreferences-xml,4,2,0
Cross.list-simple-domainresources,4,0,0
Cross.list-simple-domainresources-json,4,1,0
Cross.list-simple-domainresources-xml,4,2,0
Cross.list-simple-effectevidencesyntheses,4,2,0
Cross.list-simple-effectevidencesyntheses-json,4,2,0
Cross.list-simple-effectevidencesyntheses-xml,4,3,0
Cross.list-simple-encounters,4,0,0
Cross.list-simple-encounters-json,4,0,0
Cross.list-simple-encounters-xml,4,1,0
Cross.list-simple-endpoints,4,0,0
Cross.list-simple-endpoints-json,4,0,0
Cross.list-simple-endpoints-xml,4,1,0
Cross.list-simple-enrollmentrequests,4,0,0
Cross.list-simple-enrollmentrequests-json,4,0,0
Cross.list-simple-enrollmentrequests-xml,4,2,0
Cross.list-simple-enrollmentresponses,4,1,0
Cross.list-simple-enrollmentresponses-json,4,1,0
Cross.list-simple-enrollmentresponses-xml,4,2,0
Cross.list-simple-episodeofcares,4,1,0
Cross.list-simple-episodeofcares-json,4,1,0
Cross.list-simple-episodeofcares-xml,4,1,0
Cross.list-simple-eventdefinitions,4,1,0
Cross.list-simple-eventdefinitions-json,4,3,0
Cross.list-simple-eventdefinitions-xml,4,3,0
Cross.list-simple-evidences,4,0,0
Cross.list-simple-evidences-json,4,1,0
Cross.list-simple-evidences-xml,4,1,0
Cross.list-simple-evidencevariables,4,1,0
Cross.list-simple-evidencevariables-json,4,2,0
Cross.list-simple-evidencevariables-xml,4,3,0
Cross.list-simple-examplescenarios,4,0,0
Cross.list-simple-examplescenarios-json,4,1,0
Cross.list-simple-examplescenarios-xml,4,1,0
Cross.list-simple-explanationofbenefits,4,1,0
Cross.list-simple-explanationofbenefits-json,4,1,0
Cross.list-simple-explanationofbenefits-xml,4,1,0
Cross.list-simple-extensions,4,0,0
Cross.list-simple-extensions-mm,4,0,0
Cross.list-simple-familymemberhistories,4,0,0
Cross.list-simple-familymemberhistories-json,4,0,0
Cross.list-simple-familymemberhistories-xml,4,0,0
Cross.list-simple-flags,4,0,0
Cross.list-simple-flags-json,4,0,0
Cross.list-simple-flags-xml,4,1,0
Cross.list-simple-goals,4,0,0
Cross.list-simple-goals-json,4,1,0
Cross.list-simple-goals-xml,4,3,0
Cross.list-simple-graphdefinitions,4,1,0
Cross.list-simple-graphdefinitions-json,4,1,0
Cross.list-simple-graphdefinitions-xml,4,2,0
Cross.list-simple-groups,4,0,0
Cross.list-simple-groups-json,4,0,0
Cross.list-simple-groups-xml,4,2,0
Cross.list-simple-guidanceresponses,4,0,0
Cross.list-simple-guidanceresponses-json,4,1,0
Cross.list-simple-guidanceresponses-xml,4,1,0
Cross.list-simple-healthcareservices,4,0,0
Cross.list-simple-healthcareservices-json,4,0,0
Cross.list-simple-healthcareservices-xml,4,1,0
Cross.list-simple-imagingstudies,4,1,0
Cross.list-simple-imagingstudies-json,4,1,0
Cross.list-simple-imagingstudies-xml,4,1,0
Cross.list-simple-immunizationevaluations,4,0,0
Cross.list-simple-immunizationevaluations-json,4,1,0
Cross.list-simple-immunizationevaluations-xml,4,1,0
Cross.list-simple-immunizationrecommendations,4,0,0
Cross.list-simple-immunizationrecommendations-json,4,0,0
Cross.list-simple-immunizationrecommendations-xml,4,2,0
Cross.list-simple-immunizations,4,1,0
Cross.list-simple-immunizations-json,4,1,0
Cross.list-simple-immunizations-xml,4,2,0
Cross.list-simple-implementationguides,4,0,236
Cross.list-simple-implementationguides-json,4,1,256
Cross.list-simple-implementationguides-xml,4,2,252
Cross.list-simple-insuranceplans,4,0,0
Cross.list-simple-insuranceplans-json,4,1,0
Cross.list-simple-insuranceplans-xml,4,1,0
Cross.list-simple-invoices,4,2,0
Cross.list-simple-invoices-json,4,2,0
Cross.list-simple-invoices-xml,4,3,0
Cross.list-simple-libraries,4,0,0
Cross.list-simple-libraries-json,4,2,0
Cross.list-simple-libraries-xml,4,2,0
Cross.list-simple-linkages,4,0,0
Cross.list-simple-linkages-json,4,0,0
Cross.list-simple-linkages-xml,4,1,0
Cross.list-simple-lists,4,0,0
Cross.list-simple-lists-json,4,1,0
Cross.list-simple-lists-xml,4,1,0
Cross.list-simple-locations,4,0,0
Cross.list-simple-locations-json,4,1,0
Cross.list-simple-locations-xml,4,2,0
Cross.list-simple-logicals,4,1,3764
Cross.list-simple-logicals-mm,4,2,3764
Cross.list-simple-measurereports,4,0,0
Cross.list-simple-measurereports-json,4,1,0
Cross.list-simple-measurereports-xml,4,1,0
Cross.list-simple-measures,4,1,0
Cross.list-simple-measures-json,4,2,0
Cross.list-simple-measures-xml,4,2,0
Cross.list-simple-media,4,0,0
Cross.list-simple-media-json,4,1,0
Cross.list-simple-media-xml,4,3,0
Cross.list-simple-medicationadministrations,4,1,0
Cross.list-simple-medicationadministrations-json,4,1,0
Cross.list-simple-medicationadministrations-xml,4,1,0
Cross.list-simple-medicationdispenses,4,0,0
Cross.list-simple-medicationdispenses-json,4,0,0
Cross.list-simple-medicationdispenses-xml,4,1,0
Cross.list-simple-medicationknowledges,4,0,0
Cross.list-simple-medicationknowledges-json,4,1,0
Cross.list-simple-medicationknowledges-xml,4,1,0
Cross.list-simple-medicationrequests,4,1,0
Cross.list-simple-medicationrequests-json,4,1,0
Cross.list-simple-medicationrequests-xml,4,1,0
Cross.list-simple-medications,4,2,0
Cross.list-simple-medications-json,4,2,0
Cross.list-simple-medications-xml,4,3,0
Cross.list-simple-medicationstatements,4,1,0
Cross.list-simple-medicationstatements-json,4,1,0
Cross.list-simple-medicationstatements-xml,4,1,0
Cross.list-simple-medicinalproductauthorizations,4,1,0
Cross.list-simple-medicinalproductauthorizations-json,4,2,0
Cross.list-simple-medicinalproductauthorizations-xml,4,2,0
Cross.list-simple-medicinalproductcontraindications,4,0,0
Cross.list-simple-medicinalproductcontraindications-json,4,2,0
Cross.list-simple-medicinalproductcontraindications-xml,4,2,0
Cross.list-simple-medicinalproductindications,4,0,0
Cross.list-simple-medicinalproductindications-json,4,0,0
Cross.list-simple-medicinalproductindications-xml,4,2,0
Cross.list-simple-medicinalproductingredients,4,1,0
Cross.list-simple-medicinalproductingredients-json,4,1,0
Cross.list-simple-medicinalproductingredients-xml,4,1,0
Cross.list-simple-medicinalproductinteractions,4,1,0
Cross.list-simple-medicinalproductinteractions-json,4,1,0
Cross.list-simple-medicinalproductinteractions-xml,4,1,0
Cross.list-simple-medicinalproductmanufactureds,4,0,0
Cross.list-simple-medicinalproductmanufactureds-json,4,1,0
Cross.list-simple-medicinalproductmanufactureds-xml,4,2,0
Cross.list-simple-medicinalproductpackageds,4,1,0
Cross.list-simple-medicinalproductpackageds-json,4,2,0
Cross.list-simple-medicinalproductpackageds-xml,4,3,0
Cross.list-simple-medicinalproductpharmaceuticals,4,1,0
Cross.list-simple-medicinalproductpharmaceuticals-json,4,1,0
Cross.list-simple-medicinalproductpharmaceuticals-xml,4,2,0
Cross.list-simple-medicinalproducts,4,0,0
Cross.list-simple-medicinalproducts-json,4,0,0
Cross.list-simple-medicinalproducts-xml,4,2,0
Cross.list-simple-medicinalproductundesirableeffects,4,1,0
Cross.list-simple-medicinalproductundesirableeffects-json,4,1,0
Cross.list-simple-medicinalproductundesirableeffects-xml,4,2,0
Cross.list-simple-messagedefinitions,4,0,0
Cross.list-simple-messagedefinitions-json,4,1,0
Cross.list-simple-messagedefinitions-xml,4,1,0
Cross.list-simple-messageheaders,4,0,0
Cross.list-simple-messageheaders-json,4,0,0
Cross.list-simple-messageheaders-xml,4,0,0
Cross.list-simple-molecularsequences,4,0,0
Cross.list-simple-molecularsequences-json,4,1,0
Cross.list-simple-molecularsequences-xml,4,3,0
Cross.list-simple-name-accounts,4,1,0
Cross.list-simple-name-accounts-json,4,3,0
Cross.list-simple-name-accounts-xml,4,3,0
Cross.list-simple-name-activitydefinitions,4,0,0
Cross.list-simple-name-activitydefinitions-json,4,0,0
Cross.list-simple-name-activitydefinitions-xml,4,0,0
Cross.list-simple-name-actordefinitions,4,1,0
Cross.list-simple-name-actordefinitions-json,4,3,0
Cross.list-simple-name-actordefinitions-xml,4,3,0
Cross.list-simple-name-adverseevents,4,1,0
Cross.list-simple-name-adverseevents-json,4,3,0
